,S,gameID,Q,time,awayTeam,awayScore,homeScore,homeTeam,teamPoss,recTeam,down,distance,side,dist2goal,puntDist,puntEndLoc,surrenderIndex,surrenderRank,percentiles,DDSPF16percentiles,NFLpercentiles,play,result
12549,1,38,2,10:41,PHI,14,7,ARI,PHI,ARI,4,4,PHI,76,49,27,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by PuntBot, Z. of 49 yards. Returned by Scarlett, D. for 17 yards. First Down!",Returned
12553,1,38,2,9:30,PHI,14,7,ARI,ARI,PHI,4,5,ARI,52,47,5,0.7647139625048556,6713.0,41.7527563156524,40.54030075855032,30.813103246563323,"Punt by Jay-Jaymison, J. of 47 yards.  No return. First Down!",No return
12630,1,38,4,9:02,PHI,28,21,ARI,ARI,PHI,4,6,ARI,69,36,33,7.1780772288,1206.0,89.53902248459067,85.5653639710775,89.86545773618018,"Punt by Jay-Jaymison, J. of 36 yards.  No return. First Down!",No return
12634,1,38,4,7:39,PHI,28,21,ARI,PHI,ARI,4,12,PHI,71,47,24,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by PuntBot, Z. of 47 yards.  No return. First Down!",No return
12605,1,38,3,2:34,PHI,17,21,ARI,PHI,ARI,4,8,PHI,65,30,35,2.2642574976,3302.0,71.34299852417745,69.19221044226589,67.36070488446914,"Punt by PuntBot, Z. of 30 yards. Returned by Scarlett, D. for 14 yards. First Down!",Returned
12582,1,38,3,11:31,PHI,17,14,ARI,PHI,ARI,4,7,PHI,63,49,14,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by PuntBot, Z. of 49 yards.  No return. First Down!",No return
12587,1,38,3,9:52,PHI,17,14,ARI,ARI,PHI,4,5,ARI,81,39,42,2.4701234687999998,2932.0,74.5550829065023,72.37723461828506,71.28911962562152,"Punt by Jay-Jaymison, J. of 39 yards.  No return. First Down!",No return
12591,1,38,3,8:39,PHI,17,14,ARI,PHI,ARI,4,18,PHI,67,28,39,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by PuntBot, Z. of 28 yards. Returned by Scarlett, D. for 18 yards. First Down!",Returned
12398,1,16,2,12:12,COL,13,7,BAL,BAL,COL,4,5,COL,45,38,7,15.489746971958487,633.0,94.53511589547703,91.66481834715876,95.94545188651652,"Punt by Small, J. of 38 yards.  No return. First Down!",No return
12368,1,16,1,11:04,COL,3,0,BAL,BAL,COL,4,2,BAL,68,37,31,3.2,2501.0,78.92178140463582,76.20325599964512,77.13147119040656,"Punt by Small, J. of 37 yards. Returned by Purchase, L. for -1 yards. First Down!",Returned
12432,1,16,3,12:36,COL,27,14,BAL,BAL,COL,4,17,BAL,56,41,15,0.130967383744531,10967.0,4.800763955204445,5.20782504546866,0.0,"Punt by Small, J. of 41 yards.  No return. First Down!",No return
12492,1,16,4,4:03,COL,41,17,BAL,COL,BAL,4,6,BAL,40,20,20,9.635861796315933,941.0,91.87863529820297,88.37776693430334,92.693404504241,"Punt by Banana, S. of 40 yards.  Touchback.",Touchback
12451,1,16,3,3:41,COL,34,14,BAL,BAL,COL,4,3,BAL,79,60,19,3.151312413600001,2514.0,78.18387012761525,75.62879829658874,76.21014916642294,"Punt by Small, J. of 60 yards.  No return. First Down!",No return
12455,1,16,3,2:20,COL,34,14,BAL,COL,BAL,4,4,COL,76,35,41,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by Banana, S. of 35 yards.  No return. First Down!",No return
9496,1,52,3,2:47,YKW,10,44,PHI,YKW,PHI,4,2,YKW,52,42,10,1.0658834318516546,5004.0,56.56741036548311,54.85072971654172,46.917958467388125,"Punt by Kokot (R), B. of 42 yards. Returned by Torenson, S. for 13 yards. First Down!",Returned
9563,1,76,1,4:26,CHI,7,7,SAR,CHI,SAR,4,31,CHI,90,46,44,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Sidekick, S. of 46 yards. Returned by Chan, R. for 11 yards. First Down!",Returned
9574,1,76,1,1:02,CHI,7,7,SAR,CHI,SAR,4,3,CHI,58,48,10,0.2877740638547418,9286.0,19.415747894782534,18.901654615623475,9.31924539338988,"Punt by Sidekick, S. of 48 yards.  No return. First Down!",No return
9477,1,52,3,9:34,YKW,10,34,PHI,YKW,PHI,4,10,YKW,86,34,52,0.6207875856,6984.0,39.37841826547444,38.58403939138535,28.45495758993858,"Punt by Kokot (R), B. of 34 yards.  No return. First Down!",No return
9383,1,52,1,12:34,YKW,0,0,PHI,YKW,PHI,4,7,YKW,56,34,22,0.17410330863211881,10762.0,6.6976300026043925,7.226189948099188,0.0,"Punt by Kokot (R), B. of 34 yards.  No return. First Down!",No return
9387,1,52,1,10:57,YKW,0,0,PHI,PHI,YKW,4,16,PHI,85,40,45,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by PuntBot, Z. of 40 yards. Returned by Walker (R), M. for 10 yards. First Down!",Returned
9401,1,52,1,6:29,YKW,3,0,PHI,PHI,YKW,4,1,PHI,67,42,25,4.0,1992.0,83.21468877506727,79.5967706161558,82.1804621234279,"Punt by PuntBot, Z. of 42 yards.  No return. First Down!",No return
9456,1,52,2,1:53,YKW,10,20,PHI,YKW,PHI,4,9,YKW,74,47,27,1.2000000000000002,4734.0,59.42790172758052,57.902674887991836,50.996270839426735,"Punt by Kokot (R), B. of 47 yards.  No return. First Down!",No return
9460,1,52,2,0:16,YKW,10,20,PHI,PHI,YKW,4,3,PHI,67,41,26,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by PuntBot, Z. of 41 yards. Returned by Walker (R), M. for 13 yards. First Down!",Returned
9442,1,52,2,7:29,YKW,10,17,PHI,YKW,PHI,4,3,YKW,68,38,30,3.2,2501.0,78.92178140463582,76.20325599964512,77.13147119040656,"Punt by Kokot (R), B. of 38 yards. Returned by Torenson, S. for 3 yards. First Down!",Returned
9432,1,52,2,10:53,YKW,10,10,PHI,YKW,PHI,4,13,YKW,86,38,48,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Kokot (R), B. of 38 yards. Returned by Torenson, S. for 11 yards. First Down!",Returned
9799,1,87,3,6:57,NOLA,24,21,BER,BER,NOLA,4,13,BER,55,34,21,0.21309312578489195,9530.0,17.275805191422865,17.029676618018897,8.657502193623866,"Punt by Hunt, K. of 34 yards.  No return. First Down!",No return
9813,1,87,3,0:57,NOLA,31,21,BER,BER,NOLA,4,9,BER,61,31,30,1.9188925284,3613.0,68.64311138119628,67.02745863460942,63.66993272886809,"Punt by Hunt, K. of 31 yards. Returned by Rector, D. for 11 yards. First Down!",Returned
9817,1,87,4,15:00,NOLA,31,21,BER,NOLA,BER,4,1,NOLA,50,30,20,0.3855432894295314,9054.0,21.42547096102092,20.283458279732066,9.977332553378181,"Punt by Louis, L. of 50 yards.  Touchback.",Touchback
9756,1,87,2,8:49,NOLA,10,14,BER,NOLA,BER,4,23,NOLA,54,34,20,0.2106650034448638,9556.0,17.14558555430159,16.8899436632214,8.657502193623866,"Punt by Louis, L. of 54 yards.  Touchback.",Touchback
9780,1,87,2,0:04,NOLA,17,14,BER,BER,NOLA,4,1,BER,58,50,8,0.7194351596368544,6776.0,41.201493185172325,40.116665927338865,30.103831529687042,"Punt by Hunt, K. of 50 yards.  No return. First Down!",No return
9887,1,108,1,4:12,COL,3,7,AUS,AUS,COL,4,2,AUS,68,49,19,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by QB (R), P. of 49 yards.  No return. First Down!",No return
9829,1,87,4,10:23,NOLA,38,21,BER,BER,NOLA,4,7,NOLA,34,14,20,151.37413070807014,61.0,99.47912145151489,99.35678481124961,99.92687920444574,"Punt by Hunt, K. of 34 yards.  Touchback.",Touchback
9836,1,87,4,7:14,NOLA,38,21,BER,NOLA,BER,4,3,NOLA,58,38,20,0.1438870319273709,10915.0,5.408455595103741,5.766756864658652,0.0,"Punt by Louis, L. of 38 yards.  No return. First Down!",No return
9849,1,87,4,2:37,NOLA,38,21,BER,NOLA,BER,4,20,NOLA,84,54,30,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Louis, L. of 54 yards. Returned by Quinn, A. for 14 yards. First Down!",Returned
9654,1,76,3,2:32,CHI,14,27,SAR,CHI,SAR,4,7,CHI,61,41,20,1.7022107904000003,3880.0,66.32520184043754,64.51226544825445,60.551330798479086,"Punt by Sidekick, S. of 60 yards.  Touchback.",Touchback
9658,1,76,3,1:15,CHI,14,27,SAR,SAR,CHI,4,1,SAR,66,62,4,1.0,5334.0,54.857192464623665,53.511067737213324,44.95466510675636,"Punt by PhastBawls, D. of 62 yards.  No return. First Down!",No return
9679,1,76,4,7:30,CHI,17,27,SAR,SAR,CHI,4,22,SAR,89,59,30,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by PhastBawls, D. of 59 yards. Returned by Shields (C), T. for 0 yards. First Down!",Returned
9641,1,76,3,7:18,CHI,14,24,SAR,CHI,SAR,4,10,CHI,75,50,25,0.6591666768000001,6870.0,40.368087507596144,39.43130905380828,29.262942380813104,"Punt by Sidekick, S. of 50 yards.  No return. First Down!",No return
9743,1,87,2,14:21,NOLA,10,7,BER,NOLA,BER,4,3,NOLA,78,29,49,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Louis, L. of 29 yards. Returned by Quinn, A. for 5 yards. First Down!",Returned
9697,1,76,4,2:00,CHI,20,27,SAR,SAR,CHI,4,9,SAR,67,45,22,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by PhastBawls, D. of 45 yards. Returned by Shields (C), T. for 0 yards. First Down!",Returned
9717,1,87,1,9:02,NOLA,7,0,BER,BER,NOLA,4,2,BER,52,32,20,1.019618616673141,5055.0,56.17241079954857,54.48698043738633,46.02588476162621,"Punt by Hunt, K. of 52 yards.  Touchback.",Touchback
8966,1,89,2,12:30,AUS,21,3,BER,BER,AUS,4,16,BER,55,47,8,0.14363522962149802,10935.0,5.156697630002604,5.540522556891275,0.0,"Punt by Hunt, K. of 47 yards.  No return. First Down!",No return
8973,1,89,2,9:47,AUS,21,3,BER,AUS,BER,4,6,AUS,73,47,26,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by QB (R), P. of 47 yards. Returned by Quinn, A. for 15 yards. First Down!",Returned
8977,1,89,2,7:23,AUS,21,3,BER,BER,AUS,4,19,BER,69,52,17,0.6000000000000001,7266.0,37.824463929160515,36.67657365922903,26.69640245685873,"Punt by Hunt, K. of 52 yards.  No return. First Down!",No return
8981,1,89,2,5:54,AUS,21,3,BER,AUS,BER,4,3,AUS,77,35,42,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by QB (R), P. of 35 yards.  No return. First Down!",No return
8939,1,89,1,6:54,AUS,14,0,BER,BER,AUS,4,17,BER,78,36,42,0.6000000000000001,7266.0,37.824463929160515,36.67657365922903,26.69640245685873,"Punt by Hunt, K. of 36 yards.  No return. First Down!",No return
9033,1,89,3,2:02,AUS,21,10,BER,BER,AUS,4,5,BER,62,55,7,2.6476397136,2799.0,75.70969702231096,73.36201925209599,72.84293653114946,"Punt by Hunt, K. of 55 yards.  No return. First Down!",No return
9001,1,89,3,13:38,AUS,21,10,BER,BER,AUS,4,7,BER,68,47,21,1.2006616416000002,4599.0,60.08768122232833,58.41724703899215,51.4587598713074,"Punt by Hunt, K. of 47 yards. Returned by Jeeta, E. for 9 yards. First Down!",Returned
9005,1,89,3,12:31,AUS,21,10,BER,AUS,BER,4,10,AUS,71,36,35,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by QB (R), P. of 36 yards.  No return. First Down!",No return
9012,1,89,3,10:02,AUS,21,10,BER,AUS,BER,4,9,AUS,54,34,20,0.1053325017224319,11133.0,3.4291171108603176,3.6374927915539192,0.0,"Punt by QB (R), P. of 34 yards.  No return. First Down!",No return
9026,1,89,3,4:08,AUS,21,10,BER,AUS,BER,4,4,BER,47,39,8,2.689192182631682,2768.0,76.01788349683132,73.73907643170828,73.281661304475,"Punt by QB (R), P. of 39 yards.  No return. First Down!",No return
8835,1,62,2,1:15,NYS,6,13,NOLA,NYS,NOLA,4,8,NYS,80,39,41,1.6,4252.0,64.41965448389617,62.533824246994634,58.04877157063469,"Punt by Z, D. of 39 yards.  No return. First Down!",No return
8839,1,62,2,0:42,NYS,6,13,NOLA,NOLA,NYS,4,3,NOLA,52,51,1,0.2549046541682852,9428.0,18.308880979251672,18.038859069334162,9.085258847616261,"Punt by Louis, L. of 51 yards.  No return. First Down!",No return
8821,1,62,2,5:17,NYS,6,10,NOLA,NYS,NOLA,4,1,NYS,67,38,29,4.0,1992.0,83.21468877506727,79.5967706161558,82.1804621234279,"Punt by Z, D. of 38 yards. Returned by Rector, D. for -1 yards. First Down!",Returned
8900,1,62,4,8:43,NYS,9,16,NOLA,NOLA,NYS,4,17,NOLA,92,28,64,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Louis, L. of 28 yards.  No return. First Down!",No return
8904,1,62,4,7:13,NYS,9,16,NOLA,NYS,NOLA,4,19,NOLA,46,35,11,15.293964586176996,653.0,94.33978643979512,91.50955950849487,95.71877742029834,"Punt by Z, D. of 35 yards.  No return. First Down!",No return
8872,1,62,3,3:27,NYS,6,16,NOLA,NYS,NOLA,4,18,NYS,70,37,33,0.7996875342000002,6671.0,42.10000868130914,40.904050037705716,31.350541093887102,"Punt by Z, D. of 37 yards. Returned by Rector, D. for -2 yards. First Down!",Returned
8882,1,62,4,15:00,NYS,6,16,NOLA,NYS,NOLA,4,7,NYS,58,30,28,0.37317101730363644,9082.0,21.165031686778367,20.099365656744887,9.977332553378181,"Punt by Z, D. of 30 yards.  No return. First Down!",No return
9066,1,89,4,1:50,AUS,24,17,BER,AUS,BER,4,9,AUS,81,29,52,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by QB (R), P. of 29 yards. Returned by Quinn, A. for 10 yards. First Down!",Returned
9242,1,18,1,5:35,OCO,3,7,BAL,BAL,OCO,4,14,BAL,80,37,43,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Small, J. of 37 yards.  No return. First Down!",No return
9312,1,18,3,9:29,OCO,33,20,BAL,BAL,OCO,4,3,BAL,60,57,3,2.4870352584,2922.0,74.64189599791649,72.43490218693164,71.39148873939749,"Punt by Small, J. of 57 yards.  No return. First Down!",No return
9321,1,18,3,4:26,OCO,33,20,BAL,OCO,BAL,4,1,OCO,65,58,7,1.0,5334.0,54.857192464623665,53.511067737213324,44.95466510675636,"Punt by Dasistwirklichseinnachname, A. of 58 yards.  No return. First Down!",No return
9326,1,18,3,3:03,OCO,33,20,BAL,BAL,OCO,4,13,BAL,84,38,46,0.8211610878000001,5579.0,51.57999826373817,50.86279554628931,41.18163205615677,"Punt by Small, J. of 38 yards. Returned by Beerus, L. for 4 yards. First Down!",Returned
9337,1,18,4,13:38,OCO,40,20,BAL,BAL,OCO,4,7,BAL,62,42,20,2.3363594016,3278.0,71.5513499435715,69.36521314820565,67.62576776835331,"Punt by Small, J. of 61 yards.  Touchback.",Touchback
9286,1,18,2,1:37,OCO,27,20,BAL,OCO,BAL,4,24,OCO,84,57,27,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Dasistwirklichseinnachname, A. of 57 yards.  No return. First Down!",No return
9205,1,109,4,4:58,ARI,16,20,SAR,ARI,SAR,4,1,ARI,90,65,25,17.554072032,562.0,95.1297855716642,92.46329237457304,96.48654577361802,"Punt by Jay-Jaymison, J. of 65 yards.  No return. First Down!",No return
9111,1,109,2,13:48,ARI,7,3,SAR,SAR,ARI,4,7,SAR,63,48,15,1.6,4252.0,64.41965448389617,62.533824246994634,58.04877157063469,"Punt by PhastBawls, D. of 48 yards.  No return. First Down!",No return
9132,1,109,2,5:10,ARI,10,10,SAR,ARI,SAR,4,10,ARI,86,28,58,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Jay-Jaymison, J. of 28 yards. Returned by Chan, R. for 2 yards. First Down!",Returned
9080,1,109,1,12:13,ARI,0,0,SAR,SAR,ARI,4,4,SAR,65,43,22,1.2,4909.0,58.14740862922129,56.580756775939314,49.40954957589938,"Punt by PhastBawls, D. of 43 yards. Returned by Scarlett, D. for 17 yards. First Down!",Returned
9095,1,109,1,5:52,ARI,0,0,SAR,ARI,SAR,4,5,ARI,71,43,28,1.2,4909.0,58.14740862922129,56.580756775939314,49.40954957589938,"Punt by Jay-Jaymison, J. of 43 yards.  No return. First Down!",No return
9091,1,109,1,7:50,ARI,0,0,SAR,SAR,ARI,4,9,SAR,51,31,20,0.28039511958511376,9337.0,19.103220765691468,18.631060639666416,9.31924539338988,"Punt by PhastBawls, D. of 50 yards.  Touchback.",Touchback
9086,1,109,1,9:18,ARI,0,0,SAR,ARI,SAR,4,7,SAR,44,30,14,6.195898788783396,1373.0,88.21078218595365,84.07931508672316,88.15260310032173,"Punt by Jay-Jaymison, J. of 30 yards. Returned by Chan, R. for 19 yards. First Down!",Returned
9193,1,109,4,10:21,ARI,16,20,SAR,ARI,SAR,4,11,ARI,61,41,20,2.1110866712000003,3400.0,70.49223022831843,68.34937674666193,66.00248610704884,"Punt by Jay-Jaymison, J. of 60 yards.  Touchback.",Touchback
9201,1,109,4,6:18,ARI,16,20,SAR,SAR,ARI,4,16,SAR,52,50,2,0.0637261635420713,11350.0,1.5799982637381718,1.734463026216564,0.0,"Punt by PhastBawls, D. of 50 yards.  No return. First Down!",No return
9168,1,109,3,6:46,ARI,13,20,SAR,SAR,ARI,4,8,ARI,34,28,6,19.181686100007088,517.0,95.55516971959372,93.14199529787517,96.93441064638783,"Punt by PhastBawls, D. of 28 yards.  No return. First Down!",No return
10626,1,58,4,1:29,AUS,28,19,NOLA,AUS,NOLA,4,12,AUS,76,51,25,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by QB (R), P. of 51 yards.  No return. First Down!",No return
10684,1,97,2,10:56,HON,10,7,NYS,NYS,HON,4,6,HON,47,27,20,10.756768730526728,872.0,92.46462366524872,89.17180499489864,93.65494296577947,"Punt by Z, D. of 47 yards.  Touchback.",Touchback
10688,1,97,2,9:31,HON,10,7,NYS,HON,NYS,4,12,HON,77,54,23,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Powers, V. of 54 yards.  No return. First Down!",No return
10692,1,97,2,8:08,HON,10,7,NYS,NYS,HON,4,8,NYS,75,51,24,1.6,4252.0,64.41965448389617,62.533824246994634,58.04877157063469,"Punt by Z, D. of 51 yards. Returned by Waters, J. for 10 yards. First Down!",Returned
10696,1,97,2,6:43,HON,10,7,NYS,HON,NYS,4,1,HON,57,37,20,0.19784466890013497,10637.0,7.713343172150361,7.980304307323781,0.0,"Punt by Powers, V. of 57 yards.  Touchback.",Touchback
10672,1,97,1,1:10,HON,10,7,NYS,NYS,HON,4,18,NYS,73,46,27,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Z, D. of 46 yards.  No return. First Down!",No return
10482,1,58,1,11:02,AUS,0,3,NOLA,AUS,NOLA,4,8,AUS,79,47,32,1.6,4252.0,64.41965448389617,62.533824246994634,58.04877157063469,"Punt by QB (R), P. of 47 yards.  No return. First Down!",No return
10498,1,58,1,3:37,AUS,0,6,NOLA,AUS,NOLA,4,4,AUS,64,40,24,2.4,3248.0,72.60612900425384,70.38104954974936,69.13022813688212,"Punt by QB (R), P. of 40 yards. Returned by Rector, D. for 15 yards. First Down!",Returned
10503,1,58,1,2:27,AUS,0,6,NOLA,NOLA,AUS,4,4,NOLA,55,53,2,0.14363522962149802,10935.0,5.156697630002604,5.540522556891275,0.0,"Punt by Louis, L. of 53 yards.  No return. First Down!",No return
10454,1,43,4,6:58,SJS,24,24,OCO,SJS,OCO,4,7,OCO,38,18,20,67.33413741556073,156.0,98.65439708308013,98.03930266601606,99.71117285756068,"Punt by McDairmid (C), M. of 38 yards.  Touchback.",Touchback
10553,1,58,3,13:29,AUS,14,16,NOLA,AUS,NOLA,4,1,AUS,63,28,35,4.003014284,1863.0,83.83540237867871,79.93612207780686,82.6082187774203,"Punt by QB (R), P. of 28 yards.  No return. First Down!",No return
10557,1,58,3,12:18,AUS,14,16,NOLA,NOLA,AUS,4,1,NOLA,57,43,14,0.19784466890013497,10637.0,7.713343172150361,7.980304307323781,0.0,"Punt by Louis, L. of 43 yards.  No return. First Down!",No return
10511,1,58,2,14:09,AUS,7,6,NOLA,NOLA,AUS,4,10,AUS,38,33,5,18.50085464892659,539.0,95.39022484590676,92.76493811826288,96.72236033928048,"Punt by Louis, L. of 33 yards.  No return. First Down!",No return
10541,1,58,2,1:46,AUS,14,16,NOLA,AUS,NOLA,4,10,AUS,61,28,33,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by QB (R), P. of 28 yards. Returned by Rector, D. for -1 yards. First Down!",Returned
10531,1,58,2,4:11,AUS,14,13,NOLA,AUS,NOLA,4,18,AUS,84,31,53,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by QB (R), P. of 31 yards. Returned by Rector, D. for 21 yards. First Down!",Returned
10893,1,113,3,4:05,CHI,38,6,BAL,BAL,CHI,4,13,BAL,54,34,20,0.20239819929546354,9586.0,16.789651879503428,16.523976400656522,8.657502193623866,"Punt by Small, J. of 53 yards.  Touchback.",Touchback
10897,1,113,3,2:47,CHI,38,6,BAL,CHI,BAL,4,9,CHI,74,54,20,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Sidekick, S. of 54 yards. Returned by Fukushu, M. for 19 yards. First Down!",Returned
10912,1,113,4,12:26,CHI,38,13,BAL,CHI,BAL,4,6,BAL,39,35,4,11.563034155579121,812.0,92.98116155916313,89.83720001774387,94.13754021643756,"Punt by Sidekick, S. of 35 yards.  No return. First Down!",No return
10961,1,115,1,7:50,SAR,0,7,COL,SAR,COL,4,17,COL,31,11,20,66.2919071616245,164.0,98.5936279190902,97.97276316373153,99.67461245978356,"Punt by PhastBawls, D. of 31 yards.  Touchback.",Touchback
10965,1,115,1,6:33,SAR,0,7,COL,COL,SAR,4,1,COL,67,47,20,1.0,5334.0,54.857192464623665,53.511067737213324,44.95466510675636,"Punt by Banana, S. of 47 yards. Returned by Chan, R. for 8 yards. First Down!",Returned
10983,1,115,2,15:00,SAR,7,7,COL,COL,SAR,4,28,COL,81,56,25,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Banana, S. of 56 yards. Returned by Chan, R. for 20 yards. First Down!",Returned
10933,1,113,4,3:11,CHI,38,16,BAL,CHI,BAL,4,13,BAL,49,47,2,0.6224981904240006,6979.0,39.53468183001997,38.70159251208801,28.582918982158525,"Punt by Sidekick, S. of 47 yards.  No return. First Down!",No return
10758,1,97,4,13:05,HON,23,14,NYS,NYS,HON,4,10,NYS,74,42,32,1.2274070250000004,4557.0,60.4479555516972,58.77656035132857,51.875548405966654,"Punt by Z, D. of 42 yards. Returned by Waters, J. for 20 yards. First Down!",Returned
10762,1,97,4,11:12,HON,23,14,NYS,HON,NYS,4,4,NYS,42,40,2,6.691570691886065,1268.0,89.06589113638337,85.09515148826686,89.22199473530272,"Punt by Powers, V. of 40 yards.  No return. First Down!",No return
10766,1,97,4,9:51,HON,23,14,NYS,NYS,HON,4,4,NYS,92,47,45,4.9809101922,1611.0,86.02309228231617,82.02102648272191,85.62810763381106,"Punt by Z, D. of 47 yards.  No return. First Down!",No return
10726,1,97,3,9:52,HON,13,7,NYS,HON,NYS,4,18,NYS,40,34,6,3.2119539321053114,2337.0,79.78557166420697,76.91301069068004,77.96139221994736,"Punt by Powers, V. of 34 yards.  No return. First Down!",No return
10838,1,113,2,12:36,CHI,21,3,BAL,BAL,CHI,4,17,BAL,70,31,39,0.6000000000000001,7266.0,37.824463929160515,36.67657365922903,26.69640245685873,"Punt by Small, J. of 31 yards. Returned by Shields (C), T. for 12 yards. First Down!",Returned
