,S,gameID,Q,time,awayTeam,awayScore,homeScore,homeTeam,recTeam,down,distance,dist2goal,surrenderIndex,percentiles,play
198154,17,4295,3,11:30,YKW,16,12,OCO,YKW,4.0,3.0,37.0,89.62651710638544,99.80488193365986,"Punt by Dasistwirklichseinnachname, A. of 37 yards. Touchback."
146524,14,3215,3,1:49,BAL,28,16,YKW,BAL,4.0,5.0,36.0,89.6092649491602,99.80488193365986,"Punt by Forfeit, N. of 36 yards. Touchback."
81312,9,2326,1,3:22,SJS,0,3,COL,COL,4.0,3.0,37.0,88.80410231484764,99.80488193365986,"Punt by Corbett, K. of 37 yards. Touchback."
182084,16,3892,4,10:40,OCO,41,28,NO ,OCO,4.0,15.0,33.0,88.42014577217473,99.80089993230598,"Punt by Frost, A. of 33 yards. Touchback."
73464,6,1626,4,10:48,COL,6,59,YKW,YKW,4.0,4.0,39.0,87.722628196037,99.80089993230598,"Punt by McCormick, M. of 39 yards. Touchback."
27984,3,265,2,12:29,YKW,0,10,SJS,SJS,4.0,6.0,34.0,86.3175874500319,99.79691793095209,"Punt by Booter, A. of 34 yards. Touchback."
131345,12,2892,2,4:56,COL,3,17,NO ,NO ,4.0,6.0,34.0,86.3175874500319,99.79691793095209,"Punt by Leg, P. of 34 yards. Touchback."
79465,9,2317,4,8:16,YKW,20,24,BAL,BAL,4.0,18.0,36.0,85.713962806488,99.79691793095209,"Punt by Forfeit, N. of 36 yards. Touchback."
1937,1,56,4,4:25,ARI,8,9,BAL,BAL,4.0,10.0,38.0,85.41484518525805,99.79691793095209,"Punt by Nugent, A. of 38 yards. Touchback."
97348,10,2529,4,7:23,NO ,10,24,OCO,OCO,4.0,14.0,35.0,83.89221413062428,99.79691793095209,"Punt by Leg, P. of 35 yards. Touchback."
124896,12,2790,4,13:15,SJS,3,33,BAL,BAL,4.0,4.0,38.0,83.8813769871583,99.79691793095209,"Punt by Legman3, Z. of 37 yards. No return."
25474,2,95,4,7:29,OCO,21,33,YKW,YKW,4.0,13.0,35.0,83.10097576509277,99.79691793095209,"Punt by Sims, A. of 35 yards. Touchback."
120772,11,2711,4,8:36,OCO,10,10,BAL,OCO,4.0,9.0,36.0,83.03736737848065,99.79691793095209,"Punt by Turkleton, T. of 36 yards. Touchback."
178690,16,3877,1,6:39,AZ ,0,0,AUS,AUS,4.0,5.0,32.0,82.86488395203061,99.79492693027515,"Punt by Lawes, S. of 32 yards. Touchback."
108122,10,2579,3,2:12,OCO,3,7,NO ,OCO,4.0,1.0,31.0,82.86488395203061,99.79492693027515,"Punt by Leg, P. of 31 yards. Touchback."
124083,11,2727,2,14:43,COL,7,7,BAL,BAL,4.0,4.0,32.0,82.86488395203061,99.79492693027515,"Punt by Leg, P. of 32 yards. Touchback."
179146,16,3879,2,8:04,YKW,3,3,SJS,SJS,4.0,4.0,32.0,82.86488395203061,99.79492693027515,"Punt by Harris Jr, S. of 32 yards. Touchback."
155855,14,3259,3,0:11,PHI,10,38,BAL,BAL,4.0,9.0,35.0,81.64662480870935,99.78497192689045,"Punt by Fulture, K. of 35 yards. Touchback."
75666,6,1636,3,2:02,PHI,10,13,OCO,OCO,4.0,10.0,32.0,81.25791022750059,99.78497192689045,"Punt by Harris, S. of 32 yards. Touchback."
120735,11,2711,3,5:09,OCO,10,10,BAL,BAL,4.0,7.0,31.0,79.97621880418824,99.78497192689045,"Punt by (R) Anderson, A. of 31 yards. Touchback."
169177,15,3399,1,10:19,COL,0,0,NO ,COL,4.0,1.0,35.0,79.92369208336287,99.78497192689045,"Punt by Crisco, A. of 35 yards. Touchback."
129770,12,2885,1,11:18,SJS,0,0,AZ ,SJS,4.0,9.0,30.0,79.55028859394939,99.78098992553657,"Punt by Jackson, D. of 30 yards. Touchback."
75565,6,1636,1,0:33,PHI,3,7,OCO,OCO,4.0,23.0,30.0,79.55028859394939,99.78098992553657,"Punt by Harris, S. of 30 yards. Touchback."
51371,4,746,2,1:29,LV ,9,7,BAL,LV ,4.0,11.0,30.0,79.55028859394939,99.78098992553657,"Punt by Turkleton, T. of 30 yards. Touchback."
133225,12,2901,1,5:17,OCO,0,7,YKW,YKW,4.0,10.0,30.0,79.55028859394939,99.78098992553657,"Punt by Anderson, A. of 30 yards. Touchback."
1910,1,56,4,12:39,ARI,8,6,BAL,ARI,4.0,1.0,43.0,79.1133964423164,99.7770079241827,"Punt by Harris, S. of 43 yards. Touchback."
102765,10,2554,3,3:32,COL,17,28,BAL,BAL,4.0,10.0,30.0,79.09251677643667,99.7770079241827,"Punt by McCormick, M. of 30 yards. Touchback."
63627,6,1581,4,4:34,SJS,22,17,AZ ,SJS,4.0,3.0,46.0,78.37053961553177,99.7770079241827,"Punt by Jackson, D. of 46 yards. Touchback."
210112,17,4352,3,5:41,AUS,16,21,YKW,YKW,4.0,6.0,37.0,78.23709431220142,99.7770079241827,"Punt by Crisco, A. of 37 yards. Touchback."
62928,6,1578,4,12:06,OCO,35,10,NO ,OCO,4.0,6.0,39.0,77.66311511327199,99.7770079241827,"Punt by Lombardi, J. of 39 yards. Touchback."
56511,4,770,4,5:30,ARI,13,12,BAL,ARI,4.0,6.0,44.0,77.63194139107796,99.7770079241827,"Punt by Turkleton, T. of 31 yards."
177542,16,3871,3,13:29,CHI,20,17,AZ ,CHI,4.0,1.0,39.0,77.14498481860517,99.76904392147493,"Punt by Lawes, S. of 39 yards. Touchback."
133841,12,2904,1,1:52,SJS,7,0,PHI,SJS,4.0,1.0,39.0,77.08689437052747,99.76904392147493,"Punt by Fulture, K. of 39 yards. Touchback."
167506,15,3391,1,1:16,SJS,0,6,PHI,PHI,4.0,1.0,39.0,77.08689437052747,99.76904392147493,"Punt by Donaldson, N. of 39 yards. Touchback."
157241,15,3343,2,9:13,OCO,7,0,NO ,OCO,4.0,1.0,39.0,77.08689437052747,99.76904392147493,"Punt by Crisco, A. of 39 yards. Touchback."
125202,12,2792,1,4:45,NO ,14,7,AZ ,NO ,4.0,7.0,34.0,76.72674440002835,99.76107991876717,"Punt by Vanderjagt, J. of 34 yards. Touchback."
82344,9,2331,1,8:36,YKW,3,0,SJS,YKW,4.0,9.0,34.0,76.72674440002835,99.76107991876717,"Punt by Corbett, K. of 34 yards. Touchback."
16786,2,110,1,3:23,BAL,0,7,SJS,SJS,4.0,9.0,34.0,76.72674440002835,99.76107991876717,"Punt by Turkleton, T. of 34 yards. Touchback."
73998,6,1629,2,15:00,OCO,7,0,SJS,OCO,4.0,8.0,34.0,76.72674440002835,99.76107991876717,"Punt by Blewitt, I. of 34 yards. Touchback."
79626,9,2318,3,10:50,AZ ,10,16,COL,COL,4.0,3.0,38.0,75.15972201126428,99.75311591605941,"Punt by Jackson, D. of 38 yards. Touchback."
174591,16,3857,4,0:45,AUS,47,13,OCO,AUS,4.0,4.0,45.0,74.41402865012348,99.74515191335165,"Punt by Dasistwirklichseinnachname, A. of 45 yards. Touchback."
81247,9,2325,4,6:49,NO ,23,10,YKW,NO ,4.0,5.0,42.0,74.1041830308035,99.74515191335165,"Punt by Forfeit, N. of 42 yards. Touchback."
41839,3,329,4,14:40,YKW,25,14,OCO,YKW,4.0,4.0,38.0,74.04130834602736,99.74515191335165,"Punt by Sims, A. of 38 yards. Touchback."
220986,18,4582,2,11:23,BAL,7,14,YKW,YKW,4.0,2.0,38.0,74.00341859570636,99.74515191335165,"Punt by Brand, F. of 38 yards. Touchback."
5712,1,33,4,6:07,OCO,13,10,YKW,OCO,4.0,5.0,44.0,73.28477619022641,99.74116991199777,"Punt by Booter, A. of 32 yards."
17533,2,98,4,3:19,ARI,12,10,COL,ARI,4.0,3.0,47.0,73.19887610381511,99.73320590929,"Punt by Kicksit, B. of 47 yards. Touchback."
129483,12,2883,4,8:13,BAL,41,10,COL,BAL,4.0,3.0,43.0,72.10572133394251,99.72125990522837,"Punt by Leg, P. of 43 yards. Touchback."
81816,9,2328,3,7:45,OCO,24,3,PHI,OCO,4.0,2.0,37.0,72.08536746613268,99.71727790387449,"Punt by (R) Meoff, B. of 37 yards. Touchback."
37996,3,311,4,15:00,SJS,17,28,PHI,PHI,4.0,6.0,38.0,71.97294979798667,99.71727790387449,"Punt by Blewitt, I. of 38 yards. Touchback."
38729,3,315,2,4:15,COL,0,13,BAL,BAL,4.0,6.0,35.0,71.93132287502658,99.71727790387449,"Punt by Kicksit, B. of 35 yards. Touchback."
205323,17,4329,4,4:29,PHI,17,22,COL,COL,4.0,6.0,45.0,71.076319422033,99.70931390116672,"Punt by Castleberry, R. of 45 yards. Touchback."
111418,11,2668,4,11:07,OCO,6,47,COL,COL,4.0,4.0,40.0,70.95134523688776,99.70931390116672,"Punt by (R) Anderson, A. of 40 yards. Touchback."
228480,18,4618,3,10:45,NO ,17,17,CHI,NO ,4.0,6.0,33.0,70.19908138930893,99.70931390116672,"Punt by Fulture, K. of 33 yards. Touchback."
120540,11,2710,3,2:38,YKW,3,30,NO ,NO ,4.0,18.0,31.0,70.03003263144578,99.70533189981285,"Punt by Forfeit, N. of 31 yards. Touchback."
103435,10,2557,4,8:34,PHI,10,16,SJS,SJS,4.0,6.0,43.0,69.74360163072193,99.70533189981285,"Punt by Meoff, B. of 31 yards."
23829,2,81,4,10:55,ARI,26,17,SJS,ARI,4.0,7.0,38.0,69.40938696768207,99.70134989845897,"Punt by Nugent, A. of 38 yards. Touchback."
155121,14,3256,2,9:44,SJS,10,0,PHI,SJS,4.0,1.0,38.0,69.37820493347472,99.70134989845897,"Punt by Fulture, K. of 38 yards. Touchback."
121631,11,2715,4,8:39,NO ,14,10,AZ ,NO ,4.0,6.0,43.0,69.19242554034697,99.69736789710508,"Punt by Jackson, D. of 43 yards. Touchback."
187620,16,3919,2,6:27,YKW,7,17,PHI,YKW,4.0,1.0,32.0,69.05406996002552,99.69736789710508,"Punt by Frost, K. of 32 yards. Touchback."
55490,4,766,1,12:53,SJS,0,0,PHI,PHI,4.0,5.0,33.0,69.05406996002552,99.69736789710508,"Punt by Blewitt, I. of 23 yards. No return."
47746,4,730,1,9:43,ARI,0,0,PHI,PHI,4.0,5.0,33.0,69.05406996002552,99.69736789710508,"Punt by Ronaldo, C. of 33 yards. Touchback."
137913,12,2923,1,9:02,COL,0,0,SJS,SJS,4.0,5.0,33.0,69.05406996002552,99.69736789710508,"Punt by Leg, P. of 33 yards. Touchback."
140602,12,2936,1,10:55,BAL,0,0,OCO,BAL,4.0,5.0,33.0,69.05406996002552,99.69736789710508,"Punt by Anderson, A. of 33 yards. Touchback."
73847,6,1628,3,12:13,BAL,14,16,PHI,BAL,4.0,1.0,32.0,69.05406996002552,99.69736789710508,"Punt by Harris, S. of 32 yards. Touchback."
84458,9,2341,1,13:36,NO ,0,0,BAL,BAL,4.0,5.0,33.0,69.05406996002552,99.69736789710508,"Punt by Blewitt, I. of 33 yards. Touchback."
93507,10,2512,2,14:34,SJS,0,21,BAL,BAL,4.0,7.0,33.0,69.05406996002552,99.69736789710508,"Punt by Corbett, K. of 33 yards. Touchback."
181942,16,3892,1,5:03,OCO,14,0,NO ,OCO,4.0,7.0,33.0,69.05406996002552,99.69736789710508,"Punt by Frost, A. of 33 yards. Touchback."
15387,2,91,2,1:40,OCO,0,5,BAL,OCO,4.0,1.0,32.0,69.05406996002552,99.69736789710508,"Punt by Turkleton, T. of 32 yards. Touchback."
178051,16,3873,4,4:57,NO ,24,17,AUS,NO ,4.0,4.0,45.0,68.08193813147608,99.68940389439733,"Punt by Crisco, A. of 45 yards. Touchback."
197793,17,4293,3,0:55,CHI,28,3,COL,CHI,4.0,6.0,38.0,66.74257375834034,99.68542189304344,"Punt by Jones II (R), J. of 38 yards. Touchback."
22633,2,71,2,6:34,PHI,3,0,YKW,PHI,4.0,6.0,37.0,66.60307673613572,99.66949388762792,"Punt by Booter, A. of 37 yards. Touchback."
14146,2,135,2,0:56,OCO,10,6,COL,OCO,4.0,6.0,37.0,66.60307673613572,99.66949388762792,"Punt by Kicksit, B. of 37 yards. Touchback."
170497,15,3405,2,9:00,BAL,7,14,PHI,PHI,4.0,4.0,37.0,66.60307673613572,99.66949388762792,"Punt by Frost, A. of 37 yards. Touchback."
42547,3,559,1,5:14,OCO,0,3,ARI,ARI,4.0,4.0,37.0,66.60307673613572,99.66949388762792,"Punt by Sims, A. of 37 yards. Touchback."
10386,1,45,1,5:21,ARI,0,3,OCO,OCO,4.0,6.0,37.0,66.60307673613572,99.66949388762792,"Punt by Nugent, A. of 37 yards. Touchback."
203207,17,4319,3,3:58,BAL,7,14,PHI,PHI,4.0,2.0,40.0,66.30076907100135,99.64958388085851,"Punt by Brand, F. of 40 yards. Touchback."
55477,4,765,4,0:16,COL,0,40,OCO,COL,4.0,2.0,31.0,66.2919071616245,99.64958388085851,"Punt by Madlad, B. of 31 yards. Touchback."
174843,16,3859,1,9:07,YKW,0,0,AZ ,YKW,4.0,9.0,31.0,66.2919071616245,99.64958388085851,"Punt by Lawes, S. of 31 yards. Touchback."
174827,16,3859,1,13:08,YKW,0,0,AZ ,YKW,4.0,7.0,31.0,66.2919071616245,99.64958388085851,"Punt by Lawes, S. of 31 yards. Touchback."
141764,14,3193,1,6:42,YKW,0,3,BAL,YKW,4.0,3.0,31.0,66.2919071616245,99.64958388085851,"Punt by PuntBot, Z. of 31 yards. Touchback."
224323,18,4598,2,14:05,COL,7,7,YKW,COL,4.0,8.0,31.0,66.2919071616245,99.64958388085851,"Punt by Donaldson, N. of 31 yards. Touchback."
133269,12,2901,2,7:16,OCO,7,7,YKW,OCO,4.0,9.0,31.0,66.2919071616245,99.64958388085851,"Punt by Forfeit, N. of 31 yards. Touchback."
40016,3,321,2,6:01,COL,7,7,LV ,LV ,4.0,7.0,31.0,66.2919071616245,99.64958388085851,"Punt by Kicksit, B. of 31 yards. Touchback."
209487,17,4349,4,0:00,BAL,28,38,NO ,BAL,4.0,3.0,31.0,66.2919071616245,99.64958388085851,"Punt by Frost, A. of 31 yards. Touchback."
134475,12,2907,2,13:33,PHI,0,6,BAL,BAL,4.0,20.0,31.0,66.2919071616245,99.64958388085851,"Punt by Fulture, K. of 31 yards. Touchback."
217823,18,4567,1,7:34,SJS,0,0,YKW,SJS,4.0,7.0,31.0,66.2919071616245,99.64958388085851,"Punt by Donaldson, N. of 31 yards. Touchback."
1397,1,54,2,13:37,COL,3,0,YKW,COL,4.0,14.0,31.0,66.2919071616245,99.64958388085851,"Punt by Booter, A. of 31 yards. Touchback."
202918,17,4318,1,6:56,COL,0,7,CHI,CHI,4.0,12.0,31.0,66.2919071616245,99.64958388085851,"Punt by Jones II (R), J. of 31 yards. Touchback."
72459,6,1622,2,11:08,YKW,14,13,PHI,YKW,4.0,16.0,31.0,66.2919071616245,99.64958388085851,"Punt by Harris, S. of 31 yards. Touchback."
88709,9,2360,3,4:16,AZ ,10,6,PHI,PHI,4.0,2.0,31.0,66.2919071616245,99.64958388085851,"Punt by Jackson, D. of 31 yards. Touchback."
70392,6,1612,4,14:12,PHI,20,24,SJS,SJS,4.0,2.0,42.0,66.09385327423276,99.64161987815076,"Punt by Harris, S. of 41 yards. No return."
192740,17,4204,4,3:17,COL,27,23,PHI,COL,4.0,5.0,46.0,66.07775326218895,99.64161987815076,"Punt by Castleberry, R. of 33 yards. No return."
156213,14,3261,2,7:03,PHI,10,7,BAL,PHI,4.0,1.0,40.0,64.23907864210622,99.62967387408912,"Punt by Frost, A. of 40 yards. Touchback."
213303,18,4545,1,11:12,SJS,0,0,AUS,AUS,4.0,2.0,35.0,63.938953666690296,99.6237008720583,"Punt by PuntMachine8, Z. of 35 yards. Touchback."
64316,6,1585,1,9:21,NO ,0,3,SJS,SJS,4.0,7.0,35.0,63.938953666690296,99.6237008720583,"Punt by Lombardi, J. of 35 yards. Touchback."
218454,18,4570,1,7:12,AZ ,0,7,NO ,NO ,4.0,9.0,35.0,63.938953666690296,99.6237008720583,"Punt by Clutch (R), C. of 35 yards. Touchback."
64246,6,1584,4,12:36,YKW,23,9,COL,YKW,4.0,6.0,40.0,61.80132976892949,99.60179986461195,"Punt by Leg, P. of 40 yards. Touchback."
23907,2,101,1,0:01,LV ,3,0,COL,LV ,4.0,2.0,39.0,61.66951549642198,99.59582686258113,"Punt by Kicksit, B. of 39 yards. Touchback."
114990,11,2685,1,5:01,YKW,7,0,SJS,YKW,4.0,2.0,39.0,61.66951549642198,99.59582686258113,"Punt by Corbett, K. of 39 yards. Touchback."
224447,18,4598,4,11:57,COL,7,21,YKW,YKW,4.0,3.0,42.0,60.765853322688685,99.57790785648866,"Punt by Harris Jr, S. of 42 yards. Touchback."
207739,17,4341,2,5:30,SJS,0,14,BAL,BAL,4.0,4.0,36.0,59.942769062522146,99.56994385378091,"Punt by Donaldson, N. of 36 yards. Touchback."
106471,10,2571,4,11:18,YKW,27,31,COL,COL,4.0,2.0,44.0,59.78962646960835,99.56596185242702,"Punt by Forfeit, N. of 44 yards. Touchback."
45978,4,722,1,0:17,SJS,10,0,COL,SJS,4.0,13.0,30.0,59.66271644546204,99.56596185242702,"Punt by Kicksit, B. of 30 yards. Touchback."
48826,4,734,4,1:10,COL,17,48,BAL,COL,4.0,5.0,30.0,59.66271644546203,99.56596185242702,"Punt by Turkleton, T. of 30 yards. Touchback."
74357,6,1630,4,14:14,PHI,23,12,COL,PHI,4.0,3.0,41.0,59.311637330936556,99.5540158483654,"Punt by McCormick, M. of 41 yards. Touchback."
198570,17,4297,3,8:12,SJS,10,3,NO ,SJS,4.0,4.0,38.0,59.27214889915317,99.5540158483654,"Punt by Frost, A. of 38 yards. Touchback."
139630,12,2931,3,10:13,SJS,14,0,PHI,SJS,4.0,1.0,39.0,59.181915807013496,99.5540158483654,"Punt by Fulture, K. of 39 yards. Touchback."
215324,18,4554,4,12:16,CHI,24,14,COL,CHI,4.0,3.0,42.0,59.00761252953443,99.5540158483654,"Punt by PuntMachine6, Z. of 42 yards. Touchback."
156720,14,3263,4,6:28,PHI,24,29,SJS,SJS,4.0,10.0,39.0,58.8198678299816,99.5540158483654,"Punt by Fulture, K. of 39 yards. Touchback."
108164,10,2579,4,4:33,OCO,3,10,NO ,NO ,4.0,14.0,40.0,58.593108371401804,99.5500338470115,"Punt by Madlad, B. of 37 yards. No return."
104034,10,2560,3,8:40,SJS,0,30,COL,COL,4.0,3.0,38.0,58.548100635667474,99.5500338470115,"Punt by Corbett, K. of 38 yards. Touchback."
149129,14,3227,4,9:19,PHI,9,20,SJS,SJS,4.0,5.0,42.0,58.442315242064176,99.54605184565763,"Punt by Fulture, K. of 42 yards. Touchback."
151712,14,3240,1,11:51,COL,0,0,PHI,PHI,4.0,6.0,34.0,57.54505830002126,99.54206984430375,"Punt by Corbett, K. of 34 yards. Touchback."
66918,6,1597,1,5:01,SJS,7,7,BAL,SJS,4.0,4.0,34.0,57.54505830002126,99.54206984430375,"Punt by Turkleton, T. of 34 yards. Touchback."
170340,15,3404,3,8:00,PHI,17,7,COL,COL,4.0,1.0,33.0,57.54505830002126,99.54206984430375,"Punt by Fulture, K. of 33 yards. Touchback."
163862,15,3374,1,7:38,YKW,0,0,OCO,OCO,4.0,6.0,34.0,57.54505830002126,99.54206984430375,"Punt by Harris Jr, S. of 34 yards. Touchback."
120802,11,2711,4,0:46,OCO,17,10,BAL,BAL,4.0,1.0,33.0,57.54505830002126,99.54206984430375,"Punt by (R) Anderson, A. of 33 yards. Touchback."
171418,15,3409,3,0:53,YKW,17,16,PHI,YKW,4.0,2.0,42.0,57.37425597595507,99.53012384024211,"Punt by Fulture, K. of 42 yards. Touchback."
87031,9,2352,4,2:50,SJS,20,19,PHI,SJS,4.0,5.0,47.0,57.34161263994917,99.53012384024211,"Punt by (R) Meoff, B. of 30 yards."
19966,2,100,3,4:38,SJS,9,7,COL,SJS,4.0,10.0,33.0,57.1142459780849,99.52614183888822,"Punt by Kicksit, B. of 33 yards. Touchback."
196911,17,4289,3,3:27,COL,20,21,YKW,YKW,4.0,3.0,41.0,57.079100442873134,99.52614183888822,"Punt by Jones II (R), J. of 41 yards. Touchback."
373,1,48,4,8:53,SJS,7,24,YKW,YKW,4.0,3.0,44.0,56.39323362336072,99.52614183888822,"Punt by Laces, K. of 44 yards. Touchback."
154789,14,3254,4,12:46,OCO,27,21,NO ,OCO,4.0,4.0,42.0,56.356603867993776,99.52614183888822,"Punt by Meoff, B. of 42 yards. Touchback."
32250,3,285,4,14:50,OCO,6,31,YKW,YKW,4.0,2.0,41.0,56.323892686758434,99.52614183888822,"Punt by Sims, A. of 41 yards. Touchback."
217908,18,4567,3,10:57,SJS,3,13,YKW,YKW,4.0,2.0,38.0,56.29896507511367,99.52614183888822,"Punt by Bobby, K. of 38 yards. Touchback."
75917,9,2301,4,9:41,OCO,13,24,BAL,BAL,4.0,10.0,36.0,56.17409641911297,99.52614183888822,"Punt by PuntBotPunt, Z. of 36 yards. Touchback."
186433,16,3913,3,5:02,SJS,19,21,OCO,OCO,4.0,11.0,33.0,55.880725944765686,99.52215983753435,"Punt by Donaldson, N. of 33 yards. Touchback."
117824,11,2698,1,7:38,YKW,7,0,PHI,YKW,4.0,6.0,38.0,55.50256394677977,99.49826782941106,"Punt by (R) Fulture, K. of 38 yards. Touchback."
82383,9,2331,2,12:22,YKW,3,3,SJS,YKW,4.0,1.0,37.0,55.50256394677977,99.49826782941106,"Punt by Corbett, K. of 37 yards. Touchback."
104575,10,2563,1,11:47,YKW,0,0,SJS,SJS,4.0,1.0,37.0,55.50256394677977,99.49826782941106,"Punt by Forfeit, N. of 37 yards. Touchback."
178158,16,3874,2,5:49,BAL,13,7,COL,BAL,4.0,4.0,38.0,55.50256394677977,99.49826782941106,"Punt by Anderson, A. of 38 yards. Touchback."
217683,18,4566,2,3:00,NO ,20,0,SJS,NO ,4.0,3.0,38.0,55.50256394677977,99.49826782941106,"Punt by Bobby, K. of 38 yards. Touchback."
183497,16,3899,2,9:29,COL,0,17,BAL,BAL,4.0,2.0,38.0,55.50256394677977,99.49826782941106,"Punt by Anderson, A. of 38 yards. Touchback."
15515,2,96,1,7:15,SJS,0,0,YKW,YKW,4.0,1.0,37.0,55.50256394677977,99.49826782941106,"Punt by Laces, K. of 37 yards. Touchback."
150891,14,3236,1,2:29,SJS,7,10,COL,COL,4.0,6.0,38.0,55.50256394677977,99.49826782941106,"Punt by Donaldson, N. of 38 yards. Touchback."
42823,3,560,2,7:45,ARI,6,14,BAL,BAL,4.0,6.0,38.0,55.50256394677977,99.49826782941106,"Punt by Ronaldo, C. of 38 yards. Touchback."
150783,14,3235,3,6:02,PHI,17,7,AZ ,PHI,4.0,8.0,35.0,55.421687464826185,99.4703938199339,"Punt by Jackson, D. of 35 yards. Touchback."
14641,2,70,4,9:05,COL,17,20,YKW,YKW,4.0,5.0,44.0,55.32918488546062,99.4703938199339,"Punt by Kicksit, B. of 44 yards. Touchback."
2988,1,20,2,6:50,OCO,10,7,BAL,OCO,4.0,10.0,32.0,55.243255968020414,99.4703938199339,"Punt by Harris, S. of 32 yards. Touchback."
64937,6,1588,1,7:25,SJS,0,3,OCO,OCO,4.0,10.0,32.0,55.243255968020414,99.4703938199339,"Punt by Blewitt, I. of 32 yards. Touchback."
178974,16,3878,3,9:18,SJS,10,13,NO ,SJS,4.0,3.0,32.0,55.243255968020414,99.4703938199339,"Punt by Frost, A. of 32 yards. Touchback."
185271,16,3908,1,10:27,AUS,0,0,NO ,NO ,4.0,9.0,32.0,55.243255968020414,99.4703938199339,"Punt by Crisco, A. of 32 yards. Touchback."
222406,18,4588,4,0:00,YKW,40,16,CHI,CHI,4.0,2.0,32.0,55.243255968020414,99.4703938199339,"Punt by Donaldson, N. of 32 yards. Touchback."
20714,2,90,1,10:19,ARI,0,0,BAL,BAL,4.0,8.0,32.0,55.243255968020414,99.4703938199339,"Punt by Ronaldo, C. of 32 yards. Touchback."
210946,17,4356,2,2:47,SJS,0,17,OCO,SJS,4.0,2.0,32.0,55.243255968020414,99.4703938199339,"Punt by Dasistwirklichseinnachname, A. of 32 yards. Touchback."
38078,3,312,1,3:11,OCO,0,0,ARI,ARI,4.0,9.0,32.0,55.243255968020414,99.4703938199339,"Punt by Sims, A. of 32 yards. Touchback."
186586,16,3914,2,3:32,PHI,3,10,CHI,CHI,4.0,12.0,32.0,55.243255968020414,99.4703938199339,"Punt by Frost, K. of 32 yards. Touchback."
23432,2,68,1,2:19,PHI,0,3,BAL,PHI,4.0,3.0,32.0,55.243255968020414,99.4703938199339,"Punt by Turkleton, T. of 32 yards. Touchback."
160308,15,3357,2,11:08,COL,7,14,BAL,BAL,4.0,21.0,32.0,55.243255968020414,99.4703938199339,"Punt by Ramero, E. of 32 yards. Touchback."
162167,15,3365,4,0:00,YKW,41,10,NO ,NO ,4.0,3.0,32.0,55.243255968020414,99.4703938199339,"Punt by Harris Jr, S. of 32 yards. Touchback."
90336,9,2368,1,7:46,NO ,0,7,SJS,SJS,4.0,10.0,32.0,55.243255968020414,99.4703938199339,"Punt by Blewitt, I. of 32 yards. Touchback."
130450,12,2888,1,2:06,OCO,0,0,BAL,OCO,4.0,9.0,32.0,55.243255968020414,99.4703938199339,"Punt by Turkleton, T. of 32 yards. Touchback."
23219,2,112,1,3:26,COL,7,0,SJS,COL,4.0,10.0,32.0,55.243255968020414,99.4703938199339,"Punt by Nugent, A. of 32 yards. Touchback."
14296,2,136,2,15:00,LV ,0,7,ARI,ARI,4.0,13.0,32.0,55.243255968020414,99.4703938199339,"Punt by Walsh, B. of 32 yards. Touchback."
13902,2,134,2,13:30,YKW,7,3,BAL,YKW,4.0,15.0,32.0,55.243255968020414,99.4703938199339,"Punt by Turkleton, T. of 32 yards. Touchback."
91794,9,2374,3,6:27,OCO,14,29,NO ,NO ,4.0,1.0,40.0,54.68379017161619,99.46242981722614,"Punt by Madlad, B. of 40 yards. Touchback."
2518,1,17,4,10:42,SJS,14,17,YKW,YKW,4.0,8.0,41.0,54.663950868997475,99.46242981722614,"Punt by Laces, K. of 41 yards. Touchback."
70410,6,1612,4,11:12,PHI,20,24,SJS,SJS,4.0,4.0,43.0,54.31880617654532,99.45446581451837,"Punt by Harris, S. of 43 yards. Touchback."
148002,14,3222,3,11:13,OCO,14,7,AZ ,OCO,4.0,1.0,41.0,54.1587403973554,99.4504838131645,"Punt by Jackson, D. of 41 yards. Touchback."
83710,9,2337,3,5:49,YKW,21,14,COL,YKW,4.0,11.0,33.0,53.73714761758866,99.44650181181062,"Punt by McCormick, M. of 33 yards. Touchback."
109918,11,2661,3,1:24,BAL,36,10,SJS,BAL,4.0,6.0,39.0,53.53702722860434,99.44251981045673,"Punt by Corbett, K. of 39 yards. Touchback."
184890,16,3906,1,2:08,PHI,7,0,COL,PHI,4.0,1.0,41.0,53.53256553508853,99.43853780910285,"Punt by Anderson, A. of 41 yards. Touchback."
4448,1,42,2,0:58,YKW,13,7,ARI,YKW,4.0,1.0,41.0,53.53256553508853,99.43853780910285,"Punt by Nugent, A. of 41 yards. Touchback."
105260,10,2566,2,11:46,AZ ,0,7,NO ,NO ,4.0,1.0,41.0,53.53256553508853,99.43853780910285,"Punt by Jackson, D. of 41 yards. Touchback."
136959,12,2918,4,12:53,SJS,24,17,OCO,SJS,4.0,7.0,40.0,53.5293111747993,99.43853780910285,"Punt by Anderson, A. of 40 yards. Touchback."
65091,6,1588,4,8:17,SJS,7,27,OCO,OCO,4.0,10.0,37.0,53.486352172214765,99.43455580774898,"Punt by Blewitt, I. of 37 yards. Touchback."
105048,10,2565,2,9:27,PHI,7,7,AZ ,PHI,4.0,2.0,36.0,53.28246138890858,99.42858280571815,"Punt by Jackson, D. of 36 yards. Touchback."
200394,17,4306,1,7:31,SJS,0,0,AUS,SJS,4.0,2.0,36.0,53.28246138890858,99.42858280571815,"Punt by Crisco, A. of 36 yards. Touchback."
